0; 0
0.99; 8.79
2.00; 7.12
2.98; 6.10
4.00; 6.43
5.01; 7.01
1.00; 7.08
2.00; 5.50
3.00; 4.89
4.00; 5.44
4.99; 5.73
0.98; 5.48
2.00; 4.13
3.00; 3.64
4.00; 3.99
5.01; 4.56
0.99; 5.17
1.99; 3.26
3.00; 2.93
4.01; 3.16
5.00; 3.39
2.00; 3.44
2.99; 2.48
4.00; 2.17
5.01; 2.28
5.99; 2.71
1.99; 2.79
3.00; 2.09
4.00; 1.69
5.00; 1.73
6.00; 2.05
